央视频道,#genre#
陕西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shanxi1stv/1.m3u8
陕西卫视,http://summer-xa.icopylock.com:8888/udp/239.111.205.35:5140
山西卫视,http://223.10.39.92:8083/udp/239.1.1.1:8001
内蒙古卫视,http://www.unraidd.top:8282/udp/239.29.0.2:5000
黄河卫视,http://223.10.39.92:8083/udp/239.1.1.2:8002

港澳台频道,#genre#
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
华丽翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0
无线新闻,http://live.cooltv.top/tv/tvb.php?id=2
无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线财经,http://live.cooltv.top/tv/tvb.php?id=2&hq
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt2
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台2,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星空卫视,http://117.114.153.26:8180/TV00000000000000000071@HHZT
港台RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳视澳门,http://php.jdshipin.com:8880/TVOD/iptv.php?id=asam
澳门莲花,http://php.jdshipin.com:8880/amlh.php
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
美亚电影台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
Astro AOD,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv2
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
TVB J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB PLUS频道,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB 无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB 星河频道,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河http://jxtv1.gdsz.eu.org:8081/hls/135/index.m3u8
TVB星河国语,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV1,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIUTV2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv2

地方频道,#genre#
安徽经济,http://120.210.193.151:8006/120000001002/XMTah_jjhd/index.m3u8
安徽影视,http://120.210.193.151:8006/120000001002/XMTah_yshd/index.m3u8
安徽科教,http://120.210.193.151:8006/120000001002/XMTah_kjhd/index.m3u8
安徽科教,http://120.210.193.151:8006/120000001002/XMTah_kjhd/index.m3u8
安徽综艺,http://120.210.193.151:8006/120000001002/XMTah_zyhd/index.m3u8
安徽公共,http://120.210.193.151:8006/120000001002/XMTah_gghd/index.m3u8
安徽国际,http://120.210.193.151:8006/120000001002/XMTahgj/index.m3u8
亳州农村,http://120.210.193.151:8006/120000001002/XMTbznc/1.m3u8
亳州新闻,http://120.210.193.151:8006/120000001002/XMTbzxw/1.m3u8
六安新闻,http://120.210.193.151:8006/120000001002/XMTlaxw/1.m3u8
合肥新闻,http://120.210.193.151:8006/120000001002/XMThfxw/1.m3u8
安庆新闻,http://120.210.193.151:8006/120000001002/XMTaqxw/1.m3u8
宣城新闻,http://120.210.193.151:8006/120000001002/XMTxcxw/1.m3u8
宿州新闻,http://120.210.193.151:8006/120000001002/XMTszxw/1.m3u8
屯溪融媒,http://120.210.193.151:8006/120000001002/XMTtxrm/1.m3u8
池州新闻,http://120.210.193.151:8006/120000001002/XMTczxw/1.m3u8
淮北新闻,http://120.210.193.151:8006/120000001002/XMThbxw/1.m3u8
淮南新闻,http://120.210.193.151:8006/120000001002/XMThnxw/1.m3u8
滁州新闻,http://120.210.193.151:8006/120000001002/XMTchzxw/1.m3u8
芜湖公共,http://120.210.193.151:8006/120000001002/XMTwhgg/1.m3u8
芜湖县新闻,http://120.210.193.151:8006/120000001002/XMTwhxxw/1.m3u8
芜湖新闻,http://120.210.193.151:8006/120000001002/XMTwhxw/1.m3u8
蚌埠新闻,http://120.210.193.151:8006/120000001002/XMTbbxw/1.m3u8
铜陵新闻,http://120.210.193.151:8006/120000001002/XMTtlxw/1.m3u8
阜阳公共,http://120.210.193.151:8006/120000001002/XMTfygg/1.m3u8
阜阳教育,http://120.210.193.151:8006/120000001002/XMTfyjy/1.m3u8
阜阳新闻,http://120.210.193.151:8006/120000001002/XMTfyxw/1.m3u8
阜阳都市,http://120.210.193.151:8006/120000001002/XMTfyds/1.m3u8
马鞍山公共,http://120.210.193.151:8006/120000001002/XMTmasgg/1.m3u8
马鞍山新闻,http://120.210.193.151:8006/120000001002/XMTmasxw/1.m3u8
黄山公共,http://120.210.193.151:8006/120000001002/XMThsgg/1.m3u8
黄山新闻,http://120.210.193.151:8006/120000001002/XMThsxw/1.m3u8

内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙古蒙古语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800

广西影视,http://www.dsmcloud.top:8888/udp/239.81.0.250:4056
广西都市,http://www.dsmcloud.top:8888/udp/239.81.0.247:4056
广西新闻,http://www.dsmcloud.top:8888/udp/239.81.0.248:4056
广西综艺,http://www.dsmcloud.top:8888/udp/239.81.0.214:4056
广西国际,http://www.dsmcloud.top:8888/udp/239.81.0.8:4056

黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8

新疆2,http://qingcheng.pro:7890/udp/238.125.3.175:5140
新疆3,http://qingcheng.pro:7890/udp/238.125.3.176:5140
新疆4,http://qingcheng.pro:7890/udp/238.125.3.177:5140
新疆5,http://qingcheng.pro:7890/udp/238.125.3.178:5140
新疆6,http://qingcheng.pro:7890/udp/238.125.3.179:5140
新疆7,http://qingcheng.pro:7890/udp/238.125.3.180:5140
新疆8,http://qingcheng.pro:7890/udp/238.125.3.181:5140
新疆9,http://qingcheng.pro:7890/udp/238.125.3.182:5140
新疆10,http://qingcheng.pro:7890/udp/238.125.3.183:5140
新疆11,http://qingcheng.pro:7890/udp/238.125.3.184:5140
新疆12少儿,http://qingcheng.pro:7890/udp/238.125.3.185:5140
新疆教育,http://qingcheng.pro:7890/udp/238.125.2.131:5140

四川乡村,http://ljiang108.top:8123/udp/239.93.0.52:5140
四川公共,http://124.161.116.6:8081/udp/239.11.0.4:5140
四川公共,http://ljiang108.top:8123/udp/239.93.0.52:5140
四川妇女,http://124.161.116.6:8081/udp/239.11.0.8:5140
四川妇女,http://ljiang108.top:8123/udp/239.93.0.219:5140
四川影视,http://124.161.116.6:8081/udp/239.11.0.77:5140
四川影视,http://ljiang108.top:8123/udp/239.93.0.166:5140
四川影视,http://ljiang108.top:8123/udp/239.93.1.195:5140
四川文化,http://124.161.116.6:8081/udp/239.11.0.3:5140
四川文化,http://ljiang108.top:8123/udp/239.93.1.101:5140
四川文化,http://ljiang108.top:8123/udp/239.93.1.20:5140
四川新闻,http://124.161.116.6:8081/udp/239.11.0.5:5140
四川新闻,http://ljiang108.top:8123/udp/239.93.0.47:5140
四川科教,http://124.161.116.6:8081/udp/239.11.0.194:5140
四川经济,http://124.161.116.6:8081/udp/239.11.0.2:5140
四川经济,http://ljiang108.top:8123/udp/239.93.1.102:5140
四川经济,http://ljiang108.top:8123/udp/239.93.1.16:5140
国学课堂,http://124.161.116.6:8081/udp/239.10.0.212:5140
奇趣动漫,http://124.161.116.6:8081/udp/239.10.0.216:5140
宏伟巨献,http://124.161.116.6:8081/udp/239.10.0.208:5140
峥嵘岁月,http://124.161.116.6:8081/udp/239.10.0.205:5140
峨眉电影,http://124.161.116.6:8081/udp/239.11.0.11:5140
峨眉电影,http://58.223.166.35/live3.ngaacdn.sc96655.com/live/emdygqH265_4000.m3u8
峨眉电影,http://ljiang108.top:8123/udp/239.93.0.252:5140
峨眉电影,http://ljiang108.top:8123/udp/239.93.1.18:5140
峨眉电影,http://ljiang108.top:8123/udp/239.93.1.54:5140
快乐假期,http://124.161.116.6:8081/udp/239.10.0.215:5140
情感热播,http://124.161.116.6:8081/udp/239.10.0.202:5140
我看剧场,http://124.161.116.6:8081/udp/239.10.0.204:5140
欢乐启蒙,http://124.161.116.6:8081/udp/239.10.0.217:5140
玩具乐园,http://124.161.116.6:8081/udp/239.10.0.218:5140
童童乐园,http://124.161.116.6:8081/udp/239.10.0.210:5140
红色经典,http://124.161.116.6:8081/udp/239.10.0.201:5140
经典再现,http://124.161.116.6:8081/udp/239.10.0.130:5140
趣乐探险,http://124.161.116.6:8081/udp/239.10.0.219:5140
酷乐卡通,http://124.161.116.6:8081/udp/239.10.0.214:5140
阳光日记,http://124.161.116.6:8081/udp/239.10.0.209:5140
青春在线,http://124.161.116.6:8081/udp/239.10.0.206:5140
风云剧场,http://124.161.116.6:8081/udp/239.10.0.203:5140
儿歌天地,http://124.161.116.6:8081/udp/239.10.0.211:5140
军旅谍战,http://124.161.116.6:8081/udp/239.10.0.131:5140
历史再现,http://124.161.116.6:8081/udp/239.10.0.207:5140
嘻哈动漫,http://124.161.116.6:8081/udp/239.10.0.213:5140


湖南经视,http://www.yao87.com:4022/udp/239.76.253.103:9000
湖南经视,http://www.yao87.com:4022/udp/239.76.252.116:9000
湖南经视,http://www.yao87.com:4022/udp/239.76.251.86:9000
湖南经视,http://www.yao87.com:4022/udp/239.76.246.103:1234
湖南经视,http://www.yao87.com:4022/udp/239.76.245.116:1234
湖南教育,http://www.yao87.com:4022/udp/239.76.252.233:9000
湖南教育,http://www.yao87.com:4022/udp/239.76.245.233:1234
湖南国际,http://www.yao87.com:4022/udp/239.76.253.102:9000
湖南国际,http://www.yao87.com:4022/udp/239.76.252.240:9000
湖南国际,http://www.yao87.com:4022/udp/239.76.252.124:9000
湖南国际,http://www.yao87.com:4022/udp/239.76.246.102:1234
湖南国际,http://www.yao87.com:4022/udp/239.76.245.124:1234
湖南都市,http://www.yao87.com:4022/udp/239.76.253.104:9000
湖南都市,http://www.yao87.com:4022/udp/239.76.252.117:9000
湖南都市,http://www.yao87.com:4022/udp/239.76.245.117:1234
湖南电影,http://www.yao87.com:4022/udp/239.76.253.106:9000
湖南电影,http://www.yao87.com:4022/udp/239.76.252.119:9000
湖南电影,http://www.yao87.com:4022/udp/239.76.246.106:1234
湖南电影,http://www.yao87.com:4022/udp/239.76.245.119:1234
湖南电视剧,http://www.yao87.com:4022/udp/239.76.253.108:9000
湖南电视剧,http://www.yao87.com:4022/udp/239.76.252.118:9000
湖南电视剧,http://www.yao87.com:4022/udp/239.76.246.108:1234
湖南电视剧,http://www.yao87.com:4022/udp/239.76.245.118:1234
湖南爱晚,http://www.yao87.com:4022/udp/239.76.253.109:9000
湖南爱晚,http://www.yao87.com:4022/udp/239.76.252.123:9000
湖南爱晚,http://www.yao87.com:4022/udp/239.76.246.109:1234
湖南爱晚,http://www.yao87.com:4022/udp/239.76.245.123:1234
湖南爱晚,http://www.yao87.com:4022/rtp/239.76.253.109:9000
湖南教育,http://www.yao87.com:4022/rtp/239.76.252.233:9000
湖南娱乐,http://www.yao87.com:4022/udp/239.76.245.121:1234
湖南公共,http://www.yao87.com:4022/udp/239.76.245.123:1234

江西新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxxw
江西都市,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxds
江西经济生活,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjjsh
江西影视旅游,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxysly
江西公共农业,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxggny
江西少儿,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxse
江西教育,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjy

HZTV-1,http://alvin.ergotron.net:8000/udp/239.77.1.232:5146
HZTV-2,http://alvin.ergotron.net:8000/udp/239.77.1.233:5146
中华美食,http://alvin.ergotron.net:8000/udp/239.77.1.200:5146
中国交通,http://www.1328099.xyz:9000/rtp/239.77.1.249:5146
南国都市,http://www.1328099.xyz:9000/rtp/239.253.43.99:5146
南国都市,http://www.1328099.xyz:9000/udp/239.253.43.99:5146
嘉佳卡通,http://iptv.awenxin.com:8888/udp/239.77.0.179:5146
嘉佳卡通,http://www.1328099.xyz:9000/rtp/239.77.0.179:5146
广东体育,http://alvin.ergotron.net:8000/udp/239.77.0.112:5146
广东体育,http://alvin.ergotron.net:8000/udp/239.77.0.168:5146
广东体育,http://iptv.awenxin.com:8888/udp/239.77.0.112:5146
广东体育,http://www.1328099.xyz:9000/rtp/239.77.0.168:5146
广东体育,http://iptv.awenxin.com:8888/udp/239.77.0.168:5146
广东公共,http://alvin.ergotron.net:8000/udp/239.77.0.225:5146
广东公共,http://www.1328099.xyz:9000/rtp/239.77.0.225:5146
广东卡通,http://alvin.ergotron.net:8000/udp/239.77.0.179:5146
广东卫视,http://alvin.ergotron.net:8000/udp/239.77.0.84:5146
广东少儿,http://alvin.ergotron.net:8000/udp/239.77.0.250:5146
广东少儿,http://iptv.awenxin.com:8888/udp/239.77.0.250:5146
广东少儿,http://www.1328099.xyz:9000/rtp/239.77.0.250:5146
广东影视,http://alvin.ergotron.net:8000/udp/239.77.0.217:5146
广东影视,http://iptv.awenxin.com:8888/udp/239.77.0.217:5146
广东影视,http://www.1328099.xyz:9000/rtp/239.77.0.217:5146
广东新闻,http://alvin.ergotron.net:8000/udp/239.77.0.173:5146
广东新闻,http://iptv.awenxin.com:8888/udp/239.77.0.173:5146
广东新闻,http://www.1328099.xyz:9000/rtp/239.77.0.173:5146
广东民生,http://alvin.ergotron.net:8000/udp/239.77.0.225:5146
广东民生,http://iptv.awenxin.com:8888/udp/239.77.0.225:5146
广东珠江,http://alvin.ergotron.net:8000/udp/239.77.0.114:5146
广东珠江,http://alvin.ergotron.net:8000/udp/239.77.0.1:5146
广东珠江,http://iptv.awenxin.com:8888/udp/239.77.0.1:5146
广东珠江,http://www.1328099.xyz:9000/rtp/239.77.0.114:5146
广东珠江,http://iptv.awenxin.com:8888/udp/239.77.0.114:5146
广东经济,http://alvin.ergotron.net:8000/udp/239.77.0.85:5146
广东综艺,http://alvin.ergotron.net:8000/udp/239.77.0.252:5146
广东综艺,http://php.jdshipin.com:8880/chudian.php?id=gdzy
广东综艺,http://www.1328099.xyz:9000/rtp/239.77.0.246:5146
广东购物,http://alvin.ergotron.net:8000/udp/239.77.0.19:5146
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
广州影视,http://alvin.ergotron.net:8000/udp/239.253.43.73:5146
广州影视,http://iptv.awenxin.com:8888/udp/239.253.43.73:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视,http://www.1328099.xyz:9000/udp/239.253.43.73:5146
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
广州新闻,http://alvin.ergotron.net:8000/udp/239.253.43.72:5146
广州新闻,http://iptv.awenxin.com:8888/udp/239.253.43.72:5146
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州新闻,http://www.1328099.xyz:9000/udp/239.253.43.72:5146
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
广州法制,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州法治,http://alvin.ergotron.net:8000/udp/239.253.43.74:5146
广州法治,http://iptv.awenxin.com:8888/udp/239.253.43.74:5146
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州法治,http://www.1328099.xyz:9000/udp/239.253.43.74:5146
广州法治道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=040cda8ae37088f2b96bea7b68bd0eb5&txTime=1903e5b8abe
广州竞赛,http://alvin.ergotron.net:8000/udp/239.253.43.75:5146
广州竞赛,http://iptv.awenxin.com:8888/udp/239.253.43.75:5146
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州竞赛,http://www.1328099.xyz:9000/udp/239.253.43.75:5146
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州综合,http://alvin.ergotron.net:8000/udp/239.253.43.71:5146
广州综合,http://iptv.awenxin.com:8888/udp/239.253.43.71:5146
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州综合,http://www.1328099.xyz:9000/udp/239.253.43.71:5146
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd

深圳东部,http://alvin.ergotron.net:8000/udp/239.77.1.224:5146
深圳东部频道,http://alvin.ergotron.net:8000/udp/239.77.1.224:5146
深圳东部频道,http://iptv.awenxin.com:8888/udp/239.77.1.224:5146
深圳众创,http://alvin.ergotron.net:8000/udp/239.77.1.247:5146
深圳众创TV,http://alvin.ergotron.net:8000/udp/239.77.1.247:5146
深圳众创TV,http://iptv.awenxin.com:8888/udp/239.77.1.247:5146
深圳众创TV,http://www.1328099.xyz:9000/rtp/239.77.1.247:5146
深圳体育,http://alvin.ergotron.net:8000/udp/239.77.1.140:5146
深圳体育健康,http://alvin.ergotron.net:8000/udp/239.77.1.128:5146
深圳体育健康,http://alvin.ergotron.net:8000/udp/239.77.1.140:5146
深圳体育健康,http://iptv.awenxin.com:8888/udp/239.77.1.128:5146
深圳体育健康,http://iptv.awenxin.com:8888/udp/239.77.1.140:5146
深圳公共,http://alvin.ergotron.net:8000/udp/239.77.1.178:5146
深圳公共频道,http://alvin.ergotron.net:8000/udp/239.77.1.126:5146
深圳公共频道,http://alvin.ergotron.net:8000/udp/239.77.1.178:5146
深圳公共频道,http://iptv.awenxin.com:8888/udp/239.77.1.126:5146
深圳公共频道,http://iptv.awenxin.com:8888/udp/239.77.1.178:5146
深圳公共频道,http://www.1328099.xyz:9000/rtp/239.77.1.178:5146
深圳娱乐,http://alvin.ergotron.net:8000/udp/239.77.1.243:5146
深圳娱乐频道,http://alvin.ergotron.net:8000/udp/239.77.1.243:5146
深圳娱乐频道,http://iptv.awenxin.com:8888/udp/239.77.1.243:5146
深圳娱乐频道,http://www.1328099.xyz:9000/rtp/239.77.1.243:5146
深圳宜和购物,http://alvin.ergotron.net:8000/udp/239.77.1.87:5146
深圳宝安,http://alvin.ergotron.net:8000/udp/239.77.1.67:5146
深圳宝安频道,http://alvin.ergotron.net:8000/udp/239.77.1.67:5146
深圳宝安频道,http://iptv.awenxin.com:8888/udp/239.77.1.67:5146
深圳宝安频道,http://www.1328099.xyz:9000/rtp/239.77.1.67:5146
深圳少儿,http://alvin.ergotron.net:8000/udp/239.77.1.244:5146
深圳少儿频道,http://alvin.ergotron.net:8000/udp/239.77.1.244:5146
深圳少儿频道,http://iptv.awenxin.com:8888/udp/239.77.1.244:5146
深圳电视剧频道,http://alvin.ergotron.net:8000/udp/239.77.1.125:5146
深圳电视剧频道,http://alvin.ergotron.net:8000/udp/239.77.1.177:5146
深圳电视剧频道,http://iptv.awenxin.com:8888/udp/239.77.1.125:5146
深圳电视剧频道,http://iptv.awenxin.com:8888/udp/239.77.1.177:5146
深圳电视剧频道,http://www.1328099.xyz:9000/rtp/239.77.1.177:5146
深圳电视剧频道,http://www.1328099.xyz:9000/rtp/239.77.1.177:5146
深圳财经,http://alvin.ergotron.net:8000/udp/239.77.1.242:5146
深圳财经生活,http://alvin.ergotron.net:8000/udp/239.77.1.242:5146
深圳财经生活,http://iptv.awenxin.com:8888/udp/239.77.1.242:5146
深圳都市,http://alvin.ergotron.net:8000/udp/239.77.1.176:5146
深圳都市频道,http://alvin.ergotron.net:8000/udp/239.77.1.124:5146
深圳都市频道,http://alvin.ergotron.net:8000/udp/239.77.1.176:5146
深圳都市频道,http://iptv.awenxin.com:8888/udp/239.77.1.124:5146
深圳都市频道,http://iptv.awenxin.com:8888/udp/239.77.1.176:5146
深圳都市频道,http://www.1328099.xyz:9000/rtp/239.77.1.176:5146
深圳都市频道,http://www.1328099.xyz:9000/rtp/239.77.1.176:5146

深圳龙岗,http://alvin.ergotron.net:8000/udp/239.77.1.223:5146
深圳龙岗频道,http://alvin.ergotron.net:8000/udp/239.77.1.223:5146
深圳龙岗频道,http://iptv.awenxin.com:8888/udp/239.77.1.223:5146
深圳龙岗频道,http://www.1328099.xyz:9000/rtp/239.77.1.223:5146
深圳经济科教,http://iptv.awenxin.com:8888/udp/239.77.0.85:5146
深圳经济科教,http://iptv.awenxin.com:8888/udp/239.77.0.167:5146

BRTV体育,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.243:8000
BRTV卡酷少儿,http://qnap.yjnhome.com:4000/rtp/239.3.1.189:8000
BRTV国际,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.235:8000
BRTV少儿,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.189:8000
BRTV影视,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.158:8000
BRTV影视,http://qnap.yjnhome.com:4000/rtp/239.3.1.158:8000
BRTV文艺,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.242:8000
BRTV文艺,http://qnap.yjnhome.com:4000/rtp/239.3.1.242:8000
BRTV新闻,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.159:8000
BRTV新闻,http://qnap.yjnhome.com:4000/rtp/239.3.1.159:8000
BRTV生活,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.117:8000
BRTV生活,http://qnap.yjnhome.com:4000/rtp/239.3.1.117:8000
BRTV科教,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.115:8000
BRTV纪实科教,http://qnap.yjnhome.com:4000/rtp/239.3.1.115:8000
BRTV财经,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.116:8000
BRTV财经,http://qnap.yjnhome.com:4000/rtp/239.3.1.116:8000
BRTV青年,http://qnap.yjnhome.com:4000/rtp/239.3.1.118:8000
BTV国际频道,http://qnap.yjnhome.com:4000/rtp/239.3.1.235:8000
中国交通,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.188:8001
动作影院,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.92:4120
北京IPTV淘Baby,http://webmail.axxe.top:4022/udp/239.3.1.238:8001
北京IPTV淘剧场,http://webmail.axxe.top:4022/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://webmail.axxe.top:4022/udp/239.3.1.100:8001
北京IPTV淘电影,http://webmail.axxe.top:4022/udp/239.3.1.250:8001
北京IPTV淘精彩,http://webmail.axxe.top:4022/udp/239.3.1.178:8001
北京IPTV萌宠TV,http://webmail.axxe.top:4022/udp/239.3.1.102:8001
北京体育休闲,http://webmail.axxe.top:4022/udp/239.3.1.97:8001
北京卡酷少儿,http://webmail.axxe.top:4022/rtp/239.3.1.189:8000
北京国际频道,http://webmail.axxe.top:4022/udp/239.3.1.235:8000
北京影视,http://webmail.axxe.top:4022/udp/239.3.1.158:8000
北京文艺,http://webmail.axxe.top:4022/rtp/239.3.1.242:8000
北京新闻,http://webmail.axxe.top:4022/udp/239.3.1.159:8000
北京生活,http://webmail.axxe.top:4022/udp/239.3.1.117:8000
北京纪实科教,http://webmail.axxe.top:4022/udp/239.3.1.115:8000
北京财经,http://webmail.axxe.top:4022/udp/239.3.1.116:8000
喜剧影院,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.91:4120
