央视频道,#genre#
陕西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shanxi1stv/1.m3u8
青海卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/qinghaistv/1.m3u8
黑龙江卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdheilongjiangstv/1.m3u8

山西卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2
山西黄河,http://live.cooltv.top/tv/cutv.php?id=sxhh
海峡卫视,http://php.jdshipin.com:8880/bst.php?id=hxwshd4m/4000000
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏卫视,https://tv.cry33.com/xizang.php?id=0
西藏影视文化,http://php.jdshipin.com:8880/xztv.php?id=ys
西藏藏语卫视,http://php.jdshipin.com:8880/xztv.php?id=zy

三沙卫视,http://118.254.203.236:8888/rtp/239.76.253.74:9000
三沙卫视,http://49.113.120.226:7890/udp/238.125.2.139:5140
三沙卫视,http://49.113.120.226:7890/udp/238.125.5.114:5140
三沙卫视,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/08984400000000060000000000000319/1.m3u8
三沙卫视,http://sunny2017.forver.one:4022/udp/239.21.2.9:5002
三沙卫视,http://www.zz49.top:4022/rtp/239.253.43.113:5146
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8
云南卫视,http://36.248.137.69:60033/tsfile/live/0119_1.m3u8
云南卫视,http://49.113.120.226:7890/udp/238.125.2.223:5140
云南卫视,http://49.113.120.226:7890/udp/238.125.5.32:5140
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
农民卫视,http://111.11.98.205:9900/hls/25/index.m3u8
农民卫视,http://116.131.173.194:809/hls/63/index.m3u8
农民卫视,http://mail.petzhu.top:7000/rtp/239.254.200.23:6000
厦门卫视,http://36.248.137.69:60033/tsfile/live/0129_1.m3u8
吉林卫视,http://49.113.120.226:7890/udp/238.125.3.103:5140
吉林卫视,http://49.113.120.226:7890/udp/238.125.7.103:5140
吉林延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.flv
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://www.xcarchain.com:8888/udp/239.93.0.234:5140
山东教育卫视,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
广东大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
广东大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
广东大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
广东大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
广东大湾区卫视,http://www.recker.cc:4022/rtp/239.77.0.215:5146
广东大湾区卫视,http://www.zz49.top:4022/rtp/239.77.0.215:5146
康巴卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.252:5140 
康巴卫视,http://www.xcarchain.com:8888/udp/239.93.0.41:5140
康巴卫视,http://vl15191373.imwork.net:8880/rtp/239.93.0.41:5140
康巴卫视,http://vl15191373.imwork.net:8880/rtp/239.93.0.41:5140
新疆卫视,http://49.113.120.165:7890/udp/238.125.7.145:5140
新疆卫视,http://49.113.120.165:7890/udp/238.125.7.145:5140
新疆卫视,http://qingcheng.pro:7890/udp/238.125.7.145:5140
新疆卫视,http://qingcheng.pro:7890/udp/238.125.7.145:5140
新疆卫视,http://office.gofaraway.top:888/udp/238.125.3.174:5140
新疆卫视,http://office.gofaraway.top:888/udp/238.125.7.145:5140
新疆卫视,http://106.123.2.81:888/udp/238.125.7.145:5140
新疆卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/xinjiangstv/1.m3u8
海南卫视,http://49.113.120.226:7890/udp/238.125.1.68:5140
海南卫视,http://49.113.120.226:7890/udp/238.125.2.136:5140
海南卫视,http://49.113.120.226:7890/udp/238.125.5.68:5140
海南卫视,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000262/1.m3u8
海峡卫视,http://116.162.6.191/bst.v.smtcdns.net/lnnetv51.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/hxwshd4m/4000000/mnf.m3u8
海峡卫视,http://117.25.38.131:4022/rtp/239.61.2.151:8894
海峡卫视,http://36.248.137.69:60033/tsfile/live/0150_1.m3u8
农林卫视,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226335/index.m3u8
陕西卫视,http://1.83.163.43:8888/rtp/239.111.205.35:5140
陕西卫视,http://118.254.203.236:8888/rtp/239.76.254.76:9000
陕西卫视,http://49.113.120.226:7890/udp/238.125.2.165:5140
陕西卫视,http://49.113.120.226:7890/udp/238.125.5.121:5140
陕西卫视,http://host.gaoxincloud.cn:4000/udp/239.109.205.66:8464
陕西卫视,http://www.xcarchain.com:8888/udp/239.93.0.143:5140
青海卫视,http://49.113.120.226:7890/udp/238.125.2.138:5140
青海卫视,http://49.113.120.226:7890/udp/238.125.5.125:5140

海峡卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236416/index.m3u8
江苏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228351/1/index.m3u8?fmt=ts2hls
东方卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228354/1/index.m3u8?fmt=ts2hls
湖南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228336/1/index.m3u8?fmt=ts2hls
北京卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228321/1/index.m3u8?fmt=ts2hls
安徽卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228332/1/index.m3u8?fmt=ts2hls
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228308/1/index.m3u8?fmt=ts2hls
深圳卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228314/1/index.m3u8?fmt=ts2hls
河南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236218/index.m3u8
东南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236151/index.m3u8
海峡卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236416/index.m3u8
贵州卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236236/index.m3u8
湖北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228357/1/index.m3u8?fmt=ts2hls
广东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236262/index.m3u8
广西卫视 ,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236263/index.m3u8
天津卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228320/1/index.m3u8?fmt=ts2hls
重庆卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232642/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236161/index.m3u8
吉林卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236268/index.m3u8
黑龙江卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228302/1/index.m3u8?fmt=ts2hls
江西卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/1/index.m3u8?fmt=ts2hls
河北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236242/index.m3u8
四川卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236255/index.m3u8
云南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236234/index.m3u8
甘肃卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236201/index.m3u8
海南卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232687/396328931.smil/index.m3u8?fmt=ts2hls

三沙卫视,http://php.jdshipin.com:8880/TVOD/hnyd.php?id=08984400000000060000000000000319
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
新疆卫视,http://php.jdshipin.com:8880/xjtv.php?id=xjws
海峡卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hxws
海峡卫视,http://php.jdshipin.com:8880/fujian.php?id=9
农林卫视,http://php.jdshipin.com:8880/qly.php?id=6335

//百事通卫视
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000017156
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000011502
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265027
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000031556
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000021288
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000030202
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000032246
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265018
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000005866
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000014098
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000009263
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000005829
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265033
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000010584
云南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000024694
云南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031120
吉林卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000027730
吉林卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031117
四川卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000016825
四川卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000006119
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000000831
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000030788
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265026
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000003475
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000006827
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000020780
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000027288
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265025
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000023002
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000030159
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000012807
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000027763
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265019
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000020424
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000016568
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000028357
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000030417
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265034
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000014176
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000014694
广西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000019837
广西卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031118
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000004684
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000018509
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265030
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000019351
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001828
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000013731
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000032154
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265032
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000011210
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000268001
河北卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000017118
河北卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000006000040016
河南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000027731
河南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031119
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000009806
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000017320
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265031
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000014260
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000007275
海南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000023773
海南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000006211
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000011645
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000024026
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265028
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000009227
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000007410
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000010355
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000022140
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265023
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000014954
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000024621
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000009115
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000030452
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265024
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000032695
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000006692
甘肃卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000017827
甘肃卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031121
贵州卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000003169
贵州卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000025843
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000024033
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000008940
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265022
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001945
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000011671
重庆卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000018937
重庆卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265017
重庆卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000025797
重庆卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001096
青海卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000013359
黑龙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000009082
黑龙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000031107
黑龙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265029
黑龙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000025203
黑龙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001925
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7721801662260370363
东南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=6058511135162408190
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4699937686040264690
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6081477947334326291
东方卫视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000056
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8258663409451267714
北京卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8186688740528366039
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8798367982904688776
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6707942579111517572
天津卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=4966692255080753870
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4774346722046993363
安徽卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=8519359625922101359
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7347081113971056899
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7744799445271696577
山东卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5997090813985405750
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6604532991586541024
广东卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=5616881981321254555
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4690153511271751319
江苏卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4796340999304424198
江西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=5616078396620462481
河南卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000005000017925
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4945391150963996912
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7889730693553663314
浙江卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=7751216754229369822
海南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000025334
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=5352218613763113657
深圳卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7696950400632248401
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6956052407855047826
湖北卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=6964694018373443589
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8655038471675748531
湖南卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6954818217931477266
贵州卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000028689
贵州卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000029344
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7638375013635582245
辽宁卫视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5393821316758187099
重庆卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4995134319251569870


港澳台频道,#genre#
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
凤凰香港,http://php.jdshipin.com:8880/jydx.php?id=38
凤凰香港,http://php.jdshipin.com:8880/jydx.php?id=38
凤凰中文,http://www.lebaobei.top:6868/udp/239.255.30.50:8231
凤凰资讯,http://www.lebaobei.top:6868/udp/239.255.30.70:8231
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231
凤凰中文,http://vl15191373.imwork.net:8880/rtp/239.93.0.162:2192
凤凰中文,http://vl15191373.imwork.net:8880/rtp/239.93.1.9:2192
凤凰资讯,http://vl15191373.imwork.net:8880/rtp/239.93.0.118:2191
凤凰资讯,http://vl15191373.imwork.net:8880/rtp/239.93.1.4:2191
凤凰中文,http://117.25.38.131:4022/rtp/239.61.2.184:9092
凤凰中文,http://60.164.229.241:4040/udp/239.255.30.50:8231
凤凰资讯,http://117.25.38.131:4022/rtp/239.61.2.183:9086
凤凰资讯,http://60.164.229.241:4040/udp/239.255.30.70:8231
凤凰香港,http://60.164.229.241:4040/udp/239.255.30.123:8231
无线财经,http://live.cooltv.top/tv/tvb.php?id=2&hq
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星空卫视,http://iptv.028028.xyz:8/udp/239.93.0.156:2193
星空卫视,http://vl15191373.imwork.net:8880/rtp/239.93.0.156:2193
星空卫视,http://vl15191373.imwork.net:8880/rtp/239.93.1.10:2193
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳视澳门流畅,http://gzcyl001.3322.org:8081/hls/32/index.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台流畅,http://gzcyl001.3322.org:8081/hls/30/index.m3u8
翡翠美洲流畅,http://gzcyl001.3322.org:8081/hls/31/index.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河国语,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
ViuTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv

凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
凤凰香港,http://php.jdshipin.com:8880/jydx.php?id=38
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
本港台频道,http://php.jdshipin.com:8880/jydx.php?id=135
澳门莲花,http://php.jdshipin.com:8880/amlh.php
星空卫视,http://php.jdshipin.com:8880/xsj.php?id=star-xing-kong
香港卫视,http://php.jdshipin.com:8880/xsj.php?id=hks
澳亚卫视,http://php.jdshipin.com:8880/xsj.php?id=mastv
澳门卫视,http://php.jdshipin.com:8880/xsj.php?id=mstv
无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
华丽翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv2
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
