央视,#genre#
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
山西影视高清,http://live.cooltv.top/tv/tide.php?id=sxys
山西经济与科技高清,http://live.cooltv.top/tv/tide.php?id=sxjj
山西社会与法治高清,,http://live.cooltv.top/tv/tide.php?id=sxshfz
山西文体生活高清,http://live.cooltv.top/tv/tide.php?id=sxwtsh
BRTV文艺,http://61.163.58.195:1718/beijin.php?id=bjwy
BRTV纪实科教,http://61.163.58.195:1718/beijin.php?id=bjjs
BRTV影视,http://61.163.58.195:1718/beijin.php?id=bjys
BRTV财经,http://61.163.58.195:1718/beijin.php?id=bjcj
BRTV体育休闲,http://61.163.58.195:1718/beijin.php?id=bjty
BRTV生活,http://61.163.58.195:1718/beijin.php?id=bjsh
BRTV新闻,http://61.163.58.195:1718/beijin.php?id=bjxw
BRTV少儿,http://61.163.58.195:1718/beijin.php?id=bjkk
成都1综合,http://tv.myukj.cn/cdtv.php?id=sccdtv1
成都2经济,http://tv.myukj.cn/cdtv.php?id=sccdtv2
成都3生活,http://tv.myukj.cn/cdtv.php?id=sccdtv3
成都4影视,http://tv.myukj.cn/cdtv.php?id=sccdtv4
成都5公共,http://tv.myukj.cn/cdtv.php?id=sccdtv5
成都6少儿,http://tv.myukj.cn/cdtv.php?id=sccdtv6
成都蓉城先锋,http://tv.myukj.cn/cdtv.php?id=sccddj
成都8每日购物,http://tv.myukj.cn/cdtv.php?id=sccdtv8
河北卫视,http://tv.myukj.cn/hebei.php?id=hbws
经济生活,http://tv.myukj.cn/hebei.php?id=hnds
农民频道,http://tv.myukj.cn/hebei.php?id=jjsh
河北都市,http://tv.myukj.cn/hebei.php?id=nmpd
河北影视剧,http://tv.myukj.cn/hebei.php?id=hbds'
少儿科教,http://tv.myukj.cn/hebei.php?id=sekj
河北公共,http://tv.myukj.cn/hebei.php?id=hbgg
河南卫视,http://tv.myukj.cn/hntv.php?id=hnws
河南都市,http://tv.myukj.cn/hntv.php?id=hnds
河南民生,http://tv.myukj.cn/hntv.php?id=hnms
河南法治,http://tv.myukj.cn/hntv.php?id=hmfz
河南电视剧,http://tv.myukj.cn/hntv.php?id=hndsj
河南新闻,http://tv.myukj.cn/hntv.php?id=hnxw
河南公共,http://tv.myukj.cn/hntv.php?id=hngg
河南乡村,http://tv.myukj.cn/hntv.php?id=hnxc
河南国际,http://tv.myukj.cn/hntv.php?id=hngj
河南梨园,http://tv.myukj.cn/hntv.php?id=hnly
文物宝库,http://tv.myukj.cn/hntv.php?id=wwbk
武术世界,http://tv.myukj.cn/hntv.php?id=wspd
睛彩中原,http://tv.myukj.cn/hntv.php?id=jczy
移动戏曲,http://tv.myukj.cn/hntv.php?id=ydxj
象视界,http://tv.myukj.cn/hntv.php?id=xsj
国学频道,http://tv.myukj.cn/hntv.php?id=gxpd

特色,#genre#
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
高清娱乐,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000013
北京卡酷少儿,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/7851974109718180595/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=7851974109718180595
北京纪实科教,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031204/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031204
亚洲影院,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000006/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000006
欧美影院,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000005
精品剧场,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000002/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000002
风尚音乐,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000004
电子竞技,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000015/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000015
精彩影视,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000063/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000063
湖南金鹰纪实,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031203/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031203
求索动物,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009
求索生活,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008
求索科学,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011
求索纪录,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010
中国天气,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000057/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000057
爱体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060
爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059
爱历史,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046
爱喜剧,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032
爱奇谈,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058
爱幼教,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049
爱悬疑,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036
爱旅行,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056
爱浪漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035
爱玩具,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053
爱科学,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047
爱科幻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033
爱谍战,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038
爱赛车,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055
爱院线,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034
黑莓动画高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/donghuawg/1.m3u8
古装剧场标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/guzhuangjc/1.m3u8
动作电影标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/dongzuody/1.m3u8
精品综合标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/mingxingdp/1.m3u8
金牌综艺标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/saishijx/1.m3u8
黑莓电影高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jdianying/1.m3u8
爱情喜剧标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/aiqingxj/1.m3u8
惊悚悬疑标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jingsongxy/1.m3u8
军事评论标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/junshipl/1.m3u8
军旅剧场标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/junlvjc/1.m3u8
热播精选标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/xiqumd/1.m3u8
家庭剧场标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiatingjc/1.m3u8
精品大剧标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jdaju/1.m3u8
精品纪录标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jingpinjl/1.m3u8
精品体育标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jtiyu/1.m3u8
怡伴健康标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/ljiankangyouyue/1.m3u8
农业致富标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/nongyezf/1.m3u8
哒啵赛事高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/wmyx/1.m3u8
潮妈辣婆高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-1500k-720P-cmlapo/1.m3u8
金鹰卡通标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jinyingkaton/1.m3u8
炫动卡通标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/xuandongkaton/1.m3u8
卡酷少儿标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/kakukaton/1.m3u8
优漫卡通标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/youmankaton/1.m3u8
山东教育标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shandongjy/1.m3u8
银发生活标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/fengshanggw/1.m3u8
康养保健标清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/SD-1500k-576P-jiayougw/1.m3u8
足球频道标清,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8
家电食品高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-yougw/1.m3u8
动漫秀场标清,http://120.210.193.151:8006/120000001002/XMTdmxc/1.m3u8
金色频道标清,http://120.210.193.151:8006/120000001002/XMTjspd/1.m3u8
哒啵电竞,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000006000032327/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000032327
魅力潇湘,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000005000266014/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000266014
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
炫舞未来,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000000515/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000000515
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品记录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
金鹰卡通高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jinyingkaton/1.m3u8
家庭影院高清,http://120.210.193.151:8006/120000001002/XMTjtyy/1.m3u8
动作电影高清,http://120.210.193.151:8006/120000001002/XMTdzdy/1.m3u8
影迷电影高清,http://120.210.193.151:8006/120000001002/XMTgqdy/1.m3u8
梨园高清,http://120.210.193.151:8006/120000001002/XMTliyuan/1.m3u8
武术高清,http://120.210.193.151:8006/120000001002/XMTwushu/1.m3u8
文物高清,http://120.210.193.151:8006/120000001002/XMTwenwu/1.m3u8
快乐垂钓高清,http://120.210.193.151:8006/120000001002/XMTklcd/1.m3u8
茶高清,http://120.210.193.151:8006/120000001002/XMTcha/1.m3u8
超级综艺高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV03/1.m3u8
超级体育高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV05/1.m3u8
超级电影高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV06/1.m3u8
超级电视剧高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV08/1.m3u8
睛彩篮球超清,http://120.210.193.151:8006/000000001001/3000000020000011529/3000000020000011529.m3u8
睛彩竞技超清,http://120.210.193.151:8006/000000001001/3000000020000011528/3000000020000011528.m3u8
睛彩青少高清,http://120.210.193.151:8006/000000001001/3000000020000031315/3000000020000031315.m3u8
纯享4K超清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-20M-2160P-chunxiang4k/1.m3u8

影视轮播,#genre#
邵氏影院,https://www.goodiptv.club/douyu/4246519
周星驰,https://www.goodiptv.club/douyu/122402
欧美电影,https://www.goodiptv.club/douyu/20415
东北一家人,https://www.goodiptv.club/douyu/11751004
王晶,https://www.goodiptv.club/huya/11602058
徐克,https://www.goodiptv.club/huya/11352909
成龙,https://www.goodiptv.club/huya/11342386
林正英,https://www.goodiptv.club/huya/11342421
周润发,https://www.goodiptv.club/huya/11342387
刘德华,https://www.goodiptv.club/huya/11342424
洪金宝,https://www.goodiptv.club/huya/11279251
李连杰,https://www.goodiptv.club/huya/11342390
梁家辉,https://www.goodiptv.club/huya/11342429
鬼吹灯,https://www.goodiptv.club/huya/11602075
冒险电影,https://www.goodiptv.club/huya/21059552
刑侦剧场,https://www.goodiptv.club/huya/11601970
功夫影院,https://www.goodiptv.club/huya/11352941
动作电影,https://www.goodiptv.club/huya/11602077
古墓冒险,https://www.goodiptv.club/huya/11352913
古装影院,https://www.goodiptv.club/huya/11336590
喜剧剧场,https://www.goodiptv.club/huya/11352963
喜剧影院,https://www.goodiptv.club/huya/11352877
国产影院,https://www.goodiptv.club/huya/11352973
国产悬疑,https://www.goodiptv.club/huya/11342395
快意江湖,https://www.goodiptv.club/huya/11342435
悬疑剧场,https://www.goodiptv.club/huya/11352880
搞笑喜剧,https://www.goodiptv.club/huya/11342423
搞笑恐怖,https://www.goodiptv.club/huya/11601960
喜乐影院,https://www.goodiptv.club/huya/21059580
枪战剧场,https://www.goodiptv.club/huya/21059579
欢笑影院,https://www.goodiptv.club/huya/11352894
武侠影院,https://www.goodiptv.club/huya/11342427
港片影院,https://www.goodiptv.club/huya/11602043
爱情公寓,https://www.goodiptv.club/huya/11336726
玄幻影院,https://www.goodiptv.club/huya/11342414
电影解说,https://www.goodiptv.club/huya/24396428
科幻剧场,https://www.goodiptv.club/huya/21059577
不挤影院,https://www.goodiptv.club/huya/11352897
经典好片,https://www.goodiptv.club/huya/11342427
许氏三杰,https://www.goodiptv.club/huya/11602033
贺岁内地,https://www.goodiptv.club/huya/11601986
贺岁港片,https://www.goodiptv.club/huya/11601971
轮播影院,https://www.goodiptv.club/huya/11602044
经典喜剧,https://www.goodiptv.club/huya/11352894
金庸武侠,https://www.goodiptv.club/huya/11342435
韩剧影院,https://www.goodiptv.club/huya/11352906
香港影院,https://www.goodiptv.club/huya/11602041
高分动作,https://www.goodiptv.club/huya/11352884
动作影院,https://www.goodiptv.club/huya/11602077
魔法世界,https://www.goodiptv.club/huya/21059580
地下交通站,https://www.goodiptv.club/huya/11342433
喜剧专场,https://www.goodiptv.club/huya/11602044
战争科幻,https://www.goodiptv.club/huya/21059574
阿布游戏,https://www.goodiptv.club/douyin/741746135596
糖糖游戏,https://www.goodiptv.club/douyin/248746393373
小抠脚游戏,https://www.goodiptv.club/douyin/273940655995
鬼吹灯全集,https://www.goodiptv.club/huya/29768105
鬼吹灯之精绝古城,https://www.goodiptv.club/douyu/11279861
鬼吹灯之龙岭迷窟,https://www.goodiptv.club/huya/29465863
鬼吹灯之云南虫谷,https://www.goodiptv.club/huya/11352898
鬼吹灯之昆仑神宫,https://www.goodiptv.club/huya/11601957
鬼吹灯之南海归墟,https://www.goodiptv.club/huya/11352883
鬼吹灯之怒晴湘西,https://www.goodiptv.club/huya/11602075
盗墓笔记之怒海潜沙秦岭神树,https://www.goodiptv.club/huya/11342415
芒果TV1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果TV2,http://zby.xjqxz.top/dsdsj2/live.m3u8
芒果TV3,http://zby.xjqxz.top/dsdsj3/live.m3u8
芒果TV4,http://zby.xjqxz.top/gzwxj/live.m3u8
芒果TV5,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果TV6,http://zby.xjqxz.top/gzdsj2/live.m3u8
芒果TV7,http://zby.xjqxz.top/gzdsj3/live.m3u8
